"file","caption","category","png_time","StartTime","label","altcaption","loc"
"sel05_timevary_ret_surf_flt1sex1.png","Surface plot of Female time-varying retention for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel05_timevary_ret_surf_flt1sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel06_timevary_ret_contour_flt1sex1.png","Countour plot of Female time-varying retention for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel06_timevary_ret_contour_flt1sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt1sex1.png","Female ending year selectivity for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt1sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt1sex2.png","Surface plot of Male time-varying selectivity for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt1sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt1sex2.png","Countour plot of Male time-varying selectivity for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt1sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel05_timevary_ret_surf_flt1sex2.png","Surface plot of Male time-varying retention for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel05_timevary_ret_surf_flt1sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel06_timevary_ret_contour_flt1sex2.png","Countour plot of Male time-varying retention for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel06_timevary_ret_contour_flt1sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt1sex2.png","Male ending year selectivity for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt1sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel05_timevary_ret_surf_flt2sex1.png","Surface plot of Female time-varying retention for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel05_timevary_ret_surf_flt2sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel06_timevary_ret_contour_flt2sex1.png","Countour plot of Female time-varying retention for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel06_timevary_ret_contour_flt2sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt2sex1.png","Female ending year selectivity for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt2sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel05_timevary_ret_surf_flt2sex2.png","Surface plot of Male time-varying retention for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel05_timevary_ret_surf_flt2sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel06_timevary_ret_contour_flt2sex2.png","Countour plot of Male time-varying retention for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel06_timevary_ret_contour_flt2sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt2sex2.png","Male ending year selectivity for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt2sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt3sex1.png","Surface plot of Female time-varying selectivity for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt3sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt3sex1.png","Countour plot of Female time-varying selectivity for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt3sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt3sex1.png","Female ending year selectivity for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt3sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt3sex2.png","Surface plot of Male time-varying selectivity for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt3sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt3sex2.png","Countour plot of Male time-varying selectivity for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt3sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt3sex2.png","Male ending year selectivity for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt3sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt4sex1.png","Surface plot of Female time-varying selectivity for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt4sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt4sex1.png","Countour plot of Female time-varying selectivity for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt4sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt4sex1.png","Female ending year selectivity for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt4sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt4sex2.png","Surface plot of Male time-varying selectivity for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt4sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt4sex2.png","Countour plot of Male time-varying selectivity for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt4sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt4sex2.png","Male ending year selectivity for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt4sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt5sex1.png","Surface plot of Female time-varying selectivity for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt5sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt5sex1.png","Countour plot of Female time-varying selectivity for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt5sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt5sex1.png","Female ending year selectivity for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt5sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel03_len_timevary_surf_flt5sex2.png","Surface plot of Male time-varying selectivity for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel03_len_timevary_surf_flt5sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel04_len_timevary_contour_flt5sex2.png","Countour plot of Male time-varying selectivity for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel04_len_timevary_contour_flt5sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt5sex2.png","Male ending year selectivity for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt5sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt6sex1.png","Female ending year selectivity for Triennial Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt6sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt6sex2.png","Male ending year selectivity for Triennial Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt6sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt7sex1.png","Female ending year selectivity for WCGBT Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt7sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt7sex2.png","Male ending year selectivity for WCGBT Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt7sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt9sex1.png","Female ending year selectivity for Lam research samples","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt9sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel09_len_flt9sex2.png","Male ending year selectivity for Lam research samples","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel09_len_flt9sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt1sex1.png","Female ending year selectivity and growth for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt1sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt1sex2.png","Male ending year selectivity and growth for commercial trawl","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt1sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt2sex1.png","Female ending year selectivity and growth for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt2sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt2sex2.png","Male ending year selectivity and growth for commercial fixed-gear","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt2sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt3sex1.png","Female ending year selectivity and growth for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt3sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt3sex2.png","Male ending year selectivity and growth for recreational Washington","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt3sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt4sex1.png","Female ending year selectivity and growth for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt4sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt4sex2.png","Male ending year selectivity and growth for recreational Oregon","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt4sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt5sex1.png","Female ending year selectivity and growth for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt5sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt5sex2.png","Male ending year selectivity and growth for recreational California","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt5sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt6sex1.png","Female ending year selectivity and growth for Triennial Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt6sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt6sex2.png","Male ending year selectivity and growth for Triennial Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt6sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt7sex1.png","Female ending year selectivity and growth for WCGBT Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt7sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt7sex2.png","Male ending year selectivity and growth for WCGBT Survey","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt7sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt9sex1.png","Female ending year selectivity and growth for Lam research samples","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt9sex1",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"sel21_agelen_contour_flt9sex2.png","Male ending year selectivity and growth for Lam research samples","Sel",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","sel21_agelen_contour_flt9sex2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts7_Spawning_biomass_(mt).png","Spawning biomass (mt)","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts7_Spawning_biomass_(mt)",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals.png","Spawning biomass (mt) with ~95% asymptotic intervals","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts9_Relative_spawning_biomass.png","Relative spawning biomass: B/B_0","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts9_Relative_spawning_biomass",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts9_Relative_spawning_biomass_intervals.png","Relative spawning biomass: B/B_0 with ~95% asymptotic intervals","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts9_Relative_spawning_biomass_intervals",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts1_Total_biomass_(mt).png","Total biomass (mt)","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts1_Total_biomass_(mt)",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts4_Summary_biomass_(mt)",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts11_Age-0_recruits_(1000s)",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)","Timeseries",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","ts_summaryF",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"recdevs1_points.png","Recruitment deviations","RecDev",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","recdevs1_points",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals","RecDev",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","recdevs2_withbars",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"recdevs3_varcheck.png","Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.","RecDev",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","recdevs3_varcheck",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"recruit_fit_bias_adjust.png","Points are transformed variances. Red line shows current settings for bias adjustment specified in control file. Blue line shows least squares estimate of alternative bias adjustment relationship for recruitment deviations (which may or may not be an improvement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1959.6   #_last_early_yr_nobias_adj_in_MPD 
1981.9   #_first_yr_fullbias_adj_in_MPD 
2018.0   #_last_yr_fullbias_adj_in_MPD 
2020.1   #_first_recent_yr_nobias_adj_in_MPD 
0.9579  #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models) </pre>","RecDev",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","recruit_fit_bias_adjust",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.","S-R",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SR_curve",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.","S-R",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SR_curve2",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.","S-R",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SR_resids",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch1 landings.png","landings","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch1 landings",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch2 landings stacked.png","landings stacked","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch2 landings stacked",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch4 total catch (including discards).png","total catch (including discards)","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch4 total catch (including discards)",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch5 total catch (including discards) stacked.png","total catch (including discards) stacked","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch5 total catch (including discards) stacked",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch6 discards.png","discards","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch6 discards",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch7 discards stacked plot (depends on multiple fleets).png","discards stacked plot (depends on multiple fleets)","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch7 discards stacked plot (depends on multiple fleets)",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch8 discard fraction.png","discard fraction","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch8 discard fraction",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch9 harvest rate.png","harvest rate","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch9 harvest rate",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"catch16 landings + dead discards.png"," landings + dead discards","Catch",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","catch16 landings + dead discards",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SPR1_series.png","Timeseries of SPR","SPR",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SPR1_series",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR","SPR",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SPR2_minusSPRseries",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: (1-SPR)/(1-SPR_45%)","SPR",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SPR3_ratiointerval",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Lines through the final point show 95% intervals based on the asymptotic uncertainty for each dimension. The shaded ellipse is a 95% region which accounts for the estimated correlation between the two quantities: -0.818. The vertical line at 0.4 indicates the reference point as defined in the forecast.ss which can be removed from the plot via <code>SS_plots(..., btarg = -1)</code>.","SPR",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","SPR4_phase",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"discard_datacommercial trawl.png","Discard fraction for commercial trawl","Discard",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","discard_datacommercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"discard_fitcommercial trawl.png","Discard fraction for commercial trawl","Discard",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","discard_fitcommercial trawl",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
"discard_datacommercial fixed-gear.png","Discard fraction for commercial fixed-gear","Discard",2021-07-28 15:58:33,"StartTime: Tue Jul 13 16:33:20 2021","discard_datacommercial fixed-gear",NA,"models/2021.n.023.001_fixWAreccatchhistory/plots"
